충전소아이디,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처,등록일자
4858,영덕 검찰청,경상북도 영덕군 영덕읍 화개리 265,지상주차장,36.42043828,129.3658283,24시간,1899-2100,2021-09-29
4860,영천소방서,경상북도 영천시 호국로 187,영천소방서 주차장,35.97763561,128.9578614,24시간,1899-2100,2021-09-29
4864,대구축산물프라자 침산점,대구광역시 북구 침산동 430-4,지하1층 주차장,35.88886514,128.5850283,09월 18일,1899-2100,2021-09-29
4863,중구보건소,대구광역시 중구 태평로3가 174-1,뒷쪽 지상주차장,35.8778797,128.5833187,24시간,1899-2100,2021-09-29
4862,화산면행정복지센터,경상북도 영천시 화산면 연지길 16,화산면 행정복지센터 주차장,36.02024683,128.8520843,24시간,1899-2100,2021-09-29
4865,석적도서관,경상북도 칠곡군 석적읍 남중리2길 25,도서관 주차장,36.07457,128.40916,24시간,1899-2100,2021-09-29
4866,섬내공원 공영주차장,경상북도 칠곡군 석적읍 중리 884-162,섬내공원 주차장(원마트 정문 맞은편),36.07532,128.40736,24시간,1899-2100,2021-09-29
4869,포항남구치매안심센터,경상북도 포항시 남구 오천읍 남원로 43,포항남구치매안심센터 주차장,35.97036815,129.4053277,24시간,1899-2100,2021-09-29
4868,칠곡도서관 공용주차장,경상북도 칠곡군 왜관읍 왜관리 1542,칠곡도서관 공용주차장,35.9761,128.40736,24시간,1899-2100,2021-09-29
4867,왜관전통시장 공영주차장,경상북도 칠곡군 왜관읍 왜관리 210-24,왜관전통시장 공영주차장,35.99537,128.3966,24시간,1899-2100,2021-09-29
4870,국민건강보험공단,경상북도 포항시 남구 희망대로 833,국민건강보험공단 주차장,36.01076335,129.3637996,24시간,1899-2100,2021-09-29
4871,양학동민복지회관,경상북도 북구 양학로 107번길 12,양학동민복지회관 주차장,36.03064454,129.3432269,24시간,1899-2100,2021-09-29
4872,이동제4공원 공영주차장,경상북도 포항시 남구 대잠동 462-3,이동제4공원 공영주차장 B1F 입구,36.0241948,129.3399274,24시간,1899-2100,2021-09-29
4875,동해면민복지회관,경상북도 포항시 남구 동해면 일월로123번길 17-45,동해면민복지회관 주차장,35.99002876,129.4465787,24시간,1899-2100,2021-09-29
4873,상대로공영주차장,경상북도 포항시 남구 상대로 139,상대로공영주차장,36.01346101,129.3617842,24시간,1899-2100,2021-09-29
4874,한국공항공사 포항공항,경상북도 포항시 동해면 일월로 18,한국공항공사 포항공항 주차장,35.9832455,129.4339064,24시간,1899-2100,2021-09-29
4876,포은체육관,경상북도 포항시 남구 냉천로580번길,포은체육관 주차장 우측편,35.94627548,129.3999376,24시간,1899-2100,2021-09-29
4877,장기면 충효관,경상북도 포항시 남구 신창길 9,충효관 주차장,35.89638569,129.4952299,24시간,1899-2100,2021-09-29
4878,포항공대국제관,경상북도 포항시 남구 청암로77,포항공대국제관 B1F 주차장 출구인근,36.01393779,129.3209983,24시간,1899-2100,2021-09-29
4879,포항공대체육관,경상북도 포항시 남구 지곡로 127번길 30,포항공대체육관 주차장,36.01921766,129.3242531,24시간,1899-2100,2021-09-29
4880,포항문구센터,경상북도 포항시 북구 우현동 0,포항문구센터 주차장,36.05776536,129.3680003,24시간,1899-2100,2021-09-29
4881,부산시설공단(중앙몰),부산광역시 부산진구 부전동 576-1,중앙몰 지하주차장,35.15767813,129.055192,24시간,1899-2100,2021-10-01
4882,상수도사업본부,부산광역시 부산진구 양정동 273-20,야외주차장 요금정산소 옆,35.17562316,129.0723374,해당 주차장 운영시간내,1899-2100,2021-10-01
4883,부산국립국악원,부산광역시 부산진구 연지동 219-2,야외주차장,35.17151978,129.0537433,24시간,1899-2100,2021-10-01
4884,가구거리 공영주차장,부산광역시 동구 범일동 183,철골주차장 2층 진입후 안쪽,35.13626894,129.0553119,24시간,1899-2100,2021-10-01
4885,수정산 공영주차장,부산광역시 동구 수정동 600-3,주차장 2층,35.13299084,129.0406589,24시간,1899-2100,2021-10-01
4886,울산구치소,울산광역시 울주군 청량읍 문죽리 903-1,민원실 가기전 좌측 민원인주차장 내,35.52840419,129.2603624,24시간,1899-2100,2021-10-01
4887,모현읍행정복지센터,경기도 용인시 처인구 모현읍 갈담리 309,모현읍행정복지센터 내 주차장,37.32997,127.24267,24시간,1899-2100,2021-10-01
4888,만남의광장,부산광역시 금정구 구서동 481-1,야외주차장,35.24748848,129.0947978,24시간,1899-2100,2021-10-01
4889,창녕군립체육관,경상남도 창녕군 창녕읍 퇴천리 61,체육관 건물 앞 주차장,35.51991119,128.5059378,24시간,1899-2100,2021-10-01
4890,벡스코,부산광역시 해운대구 우동 1500,오디토리엄 지하주차장,35.16835688,129.1346271,24시간,1899-2100,2021-10-01
4891,남구국민체육센터,부산광역시 남구 용호동 895-18,실외,35.10349543,129.108182,24시간,1899-2100,2021-10-01
4893,술정리공용주차장,경상남도 창녕군 창녕읍 술정리 313,술정리공용주차장,35.54058876,128.4900222,24시간,1899-2100,2021-10-01
4894,영화의전당,부산광역시 해운대구 우동 1467,지하주차장,35.17175897,129.1277005,24시간,1899-2100,2021-10-01
4895,고암농협 하나로마트 고암점,경상남도 창녕군 고암면 창밀로 384 (우천리),하나로마트 주차장,35.57516035,128.5116099,24시간,1899-2100,2021-10-01
4896,수영구청,부산광역시 수영구 남천동 148-15,실외 주차장,35.14542936,129.1126588,24시간,1899-2100,2021-10-01
4897,부산디자인진흥원,부산광역시 해운대구 우동 1457,실내,35.17404697,129.1295463,24시간,1899-2100,2021-10-01
4899,수영구 스포츠문화타운,부산광역시 수영구 광안동 1333,1층 실내 주차장,35.15258332,129.1082026,24시간,1899-2100,2021-10-01
4900,이기대 제1공영주차장,부산광역시 남구 용호동 14-1,실외 주차장,35.12600253,129.1179446,24시간,1899-2100,2021-10-01
4901,비콘그라운드,부산광역시 수영구 망미동 603-2,실외,35.17220049,129.1095486,24시간,1899-2100,2021-10-01
4902,청사포 공영주차장,부산광역시 해운대구 중동 552,실내주차장,35.1619243,129.1917919,24시간,1899-2100,2021-10-01
4903,반여농산물도매시장관리사업소,부산광역시 해운대구 반여동 559,실내,35.2137061,129.1230192,24시간,1899-2100,2021-10-01
4904,대산학원,대전광역시 동구 대성동 295-1,대산학원 정문 앞 주차장,36.28749652,127.4662837,24시간,1899-2100,2021-10-05
4905,종합운동장 E-71 주차장,경기도 의정부시 녹양동 174-1,종합운동장 E-71 주차장,37.75677506,127.0301061,24시간,1899-2100,2021-10-05
4906,의정부 실내빙상장,경기도 의정부시 녹양동 284-4,실내빙상장 공영주차장,37.75850062,127.0243476,24시간,1899-2100,2021-10-05
4907,종합운동장 N47주차장,경기도 의정부시 녹양동 174-1,종합운동장 N47 주차장,37.75915036,127.0296105,24시간,1899-2100,2021-10-05
4908,엄복동동상 주차장,경기도 의정부시 녹양동 174-1,종합운동장 4번 주차장,37.7559971,127.0291128,24시간,1899-2100,2021-10-05
4909,가능1동 제4공영주차장,경기도 의정부시 가능동 302-16,가능1동 제4공영주차장,37.74983809,127.0325513,24시간,1899-2100,2021-10-05
4910,경기도교육청 안전교육관,경기도 양주시 광적면 광석리 129-3,경기도교육청 안전교육관 정문 주차장,37.81492244,126.9714747,24시간,1899-2100,2021-10-05
4911,송추 제2주차장,경기도 양주시 장흥면 울대리 416-4,장흥면 울대리 418-21 송추제2주,37.71586971,126.9795169,24시간,1899-2100,2021-10-05
4912,건설안전시험사업소,부산광역시 금정구 회동동 450,,35.23266458,129.1236203,24시간,1899-2100,2021-10-08
4916,국민건강보험공단,부산광역시 사하구 신평동 646-1,부지 진입 후 우측,35.09466419,128.9619197,24시간,1899-2100,2021-10-08
4917,오르미 복합문화주차타워,부산광역시 중구 보수동1가 41-45,주차장 안 1층,35.10614097,129.0254751,24시간,1899-2100,2021-10-08
4918,부산국제수산물유통시설관리사업소,부산광역시 서구 암남동 761,버스 종점 옆 주차장 화단,35.05743572,129.01212,24시간,1899-2100,2021-10-08
4919,부산 북구청,부산광역시 북구 구포동 1124-1,출입차단기 통과 후 왼쪽에,35.19699944,128.9901199,24시간,1899-2100,2021-10-08
4920,부산구치소,부산광역시 사상구 주례동 666,구치소 정문 통과 후 직진,35.14608724,128.9956213,24시간,1899-2100,2021-10-08
4921,매곡천 공영주차장,울산광역시 북구 신천동 745-34,신천동 745-35번지,35.63769116,129.3541695,24시간,1899-2100,2021-10-08
4922,강서브라이트센터,부산광역시 강서구 대저2동 1932-1,,35.1800559,128.9570415,24시간,1899-2100,2021-10-08
4923,강서구청 역세권 공영주차장,부산광역시 강서구 대저1동 2300,,35.21210833,128.9796317,24시간,1899-2100,2021-10-08
4924,가덕도동 행정복지센터,부산광역시 강서구 성북동 229-1,,35.05685367,128.8317787,24시간,1899-2100,2021-10-08
4925,부산테크노파크,부산광역시 강서구 지사동 1274,,35.1465305,128.8264353,24시간,1899-2100,2021-10-08
4926,미음 화물차고지,부산광역시 강서구 미음동 1641,,35.14919623,128.8630959,24시간,1899-2100,2021-10-08
4928,언양읍 행정복지센터,울산광역시 울주군 언양읍 동부리 388-2,,35.56935881,129.125389,24시간,1899-2100,2021-10-08
4929,울산과학기술원,울산광역시 울주군 언양읍 반연리 100,반연리184 과학기술원교수아파트주차장,35.57631188,129.1892319,24시간,1899-2100,2021-10-08
4930,울산하늘공원,울산광역시 울주군 삼동면 조일리 1533,,35.4713037,129.1341585,24시간,1899-2100,2021-10-08
4931,서울서부지방검찰청,서울특별시 마포구 공덕동 105-1,서울서부지방검찰청 지상주차장,37.54961544,126.9554556,24시간,1899-2100,2021-10-12
4932,연희동 홍연2교 옆 노상주차장,서울특별시 서대문구 연희동 736,홍연2교 옆 노상주차장,37.57751206,126.9310401,24시간,1899-2100,2021-10-12
4933,동구체육공원 공영주차장,부산광역시 동구 수정동 712-148,옥상 야외 주차장,35.13263206,129.0384176,24시간,1899-2100,2021-10-13
4934,공설시장,전북특별자치도 군산시 신영동 18-1,3층주차장,35.98318456,126.7203129,24시간,1899-2100,2021-10-15
4935,한국농어촌공사 군산지사,전북특별자치도 군산시 옥산면 옥산리 1-5,옥외 주차장,35.94006486,126.7514614,24시간,1899-2100,2021-10-15
4936,군산자유무역지역관리원,전북특별자치도 군산시 오식도동 513,옥외 주차장,35.9605771,126.5486861,24시간,1899-2100,2021-10-15
4937,군산의료원,전북특별자치도 군산시 지곡동 29-1,옥외주차장,35.95517616,126.7135143,24시간,1899-2100,2021-10-15
4938,한국전력공사 순창지사,전북특별자치도 순창군 순창읍 남계리 893,한국전력공사 순창지사,35.37108024,127.1512366,06~23,1899-2100,2021-10-25
4939,진산행정복지센터,충청남도 금산군 진산면 읍내리 600-1,진산행정복지센터 주차장,36.14436208,127.370628,24시간,1899-2100,2021-10-27
4940,금산군 주차타워,충청남도 금산군 금산읍 상리 18-1,지하1층 전기차충전소,36.10875607,127.4868888,24시간,1899-2100,2021-10-27
4941,탄금호국제조정경기장,충청북도 충주시 중앙탑면 탑평리 137,주차장,37.01954945,127.8642281,24시간,1899-2100,2021-11-01
4942,건국대학교 글로벌캠퍼스,충청북도 충주시 단월동 322,주차장,36.9494499,127.90754,24시간,1899-2100,2021-11-01
4943,지현동 사무소,충청북도 충주시 지현동 507,주차장,36.96828134,127.9322548,24시간,1899-2100,2021-11-01
4944,충주문화회관,충청북도 충주시 성내동 215,주차장,36.97066025,127.9371826,24시간,1899-2100,2021-11-01
4945,용산상가 공영주차장,충청북도 충주시 용산동 60,용산동 60,36.96692832,127.9347531,24시간,1899-2100,2021-11-01
4946,광주전남지방병무청,광주광역시 동구 학동 69,병무청 주차장 좌측,35.14087995,126.9206366,24시간,1899-2100,2021-11-02
4947,GIST 중앙연구기기센터,광주광역시 북구 오룡동 1,중앙연구기기센터 앞,35.228313,126.843816,24시간,1899-2100,2021-11-02
4948,GIST 기계공학동,광주광역시 북구 오룡동 1,기계공학동 앞,35.227043,126.840532,24시간,1899-2100,2021-11-02
4949,GIST 대학B동,광주광역시 북구 오룡동 1,대학B동 앞,35.23044998,126.8441721,24시간,1899-2100,2021-11-02
4950,광주디자인진흥원,광주광역시 북구 오룡동 1110-7,지하주차장 1층 초입,35.2232018,126.8466574,24시간,1899-2100,2021-11-02
4951,삼각동 공영주차장,광주광역시 북구 삼각동 781-4,공영주차장 내,35.20119146,126.8987033,24시간,1899-2100,2021-11-02
4952,광주교육대 풍향문화관,광주광역시 북구 풍향동 1-1,풍향문화관 주차장 내,35.16366148,126.9272414,24시간,1899-2100,2021-11-02
4953,전남대병원 주차타워,광주광역시 동구 학동 8,명학회관 옆 주차타워,35.14129622,126.9231902,24시간,1899-2100,2021-11-02
4954,능서면복지회관,경기도 여주시 능서면 신지리 254-2,능서레포츠공원 주차장,37.29635062,127.5826678,24시간,1899-2100,2021-11-03
4955,중앙동 행정복지센터,경기도 여주시 하동 134-6,중앙동 행정복지센터,37.29867483,127.628959,24시간,1899-2100,2021-11-03
4956,오학동 행정복지센터,경기도 여주시 현암동 227-5,오학동 행정복지센터,37.30502079,127.63812,24시간,1899-2100,2021-11-03
4957,능서면 행정복지센터,경기도 여주시 능서면 번도리 502-3,능서면 행정복지센터,37.30021191,127.5734368,24시간,1899-2100,2021-11-03
4958,SG마트 충전소,강원특별자치도 횡성군 횡성읍 교항리 31-1,주차장,37.48443346,127.9822901,24시간,1899-2100,2021-11-04
4959,둔방1리 마을회관 충전소,강원특별자치도 횡성군 둔내면 둔방내리 577-8,둔방1리 마을회관 주차장,37.51353457,128.2100746,24시간,1899-2100,2021-11-04
4960,도초 전기버스충전소 1,전라남도 신안군 도초면 수항리 324-1,전남 신안군 도초면 수항리 324-1,34.70258103,125.9549635,24시간,1899-2100,2021-11-04
4961,금은모래캠핑장,경기도 여주시 연양동 304-3,도시안전정보센터 주차장,37.29330619,127.6677577,24시간,1899-2100,2021-11-04
4962,차량등록사무소,경기도 여주시 천송동 300-4,차량등록사무소 주차장,37.30142116,127.6578757,24시간,1899-2100,2021-11-04
4963,영인산 3주차장 충전소,충청남도 아산시 영인면 아산리 산 56-1,화장실 우측,36.8417392,126.9488709,24시간,1899-2100,2021-11-04
4964,제2테크노밸리 3공영주차장 충전소,충청남도 아산시 음봉면 신휴리 792,제2테크노밸리 3공영주차장 좌측,36.89957649,127.0648585,24시간,1899-2100,2021-11-04
4965,남장리 공영주차장,충청남도 홍성군 홍성읍 남장리 94-1,"홍성읍 남장리 95-2번지, 공용주차",36.59356839,126.6655523,24시간,1899-2100,2021-11-04
4966,방축동시민체육관 충전소,충청남도 아산시 방축동 22-5,시민체육관 우측,36.77914004,126.9849639,24시간,1899-2100,2021-11-04
4967,좌부동 공영주차장 충전소,충청남도 아산시 좌부동 74-1,초원아파트 건너편 공영주차장,36.75534472,127.032745,24시간,1899-2100,2021-11-04
4968,신정호주차타워 충전소,충청남도 아산시 방축동 410,신정호 주차타워,36.77644976,126.9817663,24시간,1899-2100,2021-11-04
4969,득산동 공영주차장 충전소,충청남도 아산시 득산동 389,득산동 공영주차장 우측,36.78573968,126.9607358,24시간,1899-2100,2021-11-04
4970,강원도환동해본부,강원특별자치도 강릉시 주문진읍 교항리 118-1,강원도환동해본부 주차장,37.88495412,128.8254879,08:30 ~ 18:30,1899-2100,2021-11-04
4971,강원영동병무지청,강원특별자치도 강릉시 노암동 200-11,강원영동병무지청 주차장,37.7488087,128.9077197,24시간,1899-2100,2021-11-04
4973,가교2리마을회관,충청남도 당진시 송악읍 가교리 352,마을회관 안쪽,36.87355387,126.6946597,24시간,1899-2100,2021-11-05
4974,송악사회복지관,충청남도 당진시 송악읍 중흥리 367,주차장 뒷쪽,36.93758256,126.7426207,24시간,1899-2100,2021-11-05
4975,복운3리 공영주차장,충청남도 당진시 송악읍 복운리 1674-1,공영주차장,36.94108226,126.7839198,24시간,1899-2100,2021-11-05
4978,당진교육문화스포츠센터,충청남도 당진시 읍내동 219-94,공영주차장B,36.89355424,126.6329678,24시간,1899-2100,2021-11-05
4979,신성대학교,충청남도 당진시 정미면 덕마리 220,산학협력관 앞,36.85340281,126.5955567,24시간,1899-2100,2021-11-05
4980,동학사주차장,충청남도 공주시 반포면 학봉리 923,반포면학봉리371-1동학사주차장,36.36699394,127.2544566,24시간,1899-2100,2021-11-05
4981,정안행정복지센터,충청남도 공주시 정안면 광정리 283-7,정안면 광정리 283-7,36.6091791,127.1225924,24시간,1899-2100,2021-11-05
4982,공주치료감호소 입구,충청남도 공주시 반포면 봉곡리 산 1-21,공주치료감호소 입구,36.41176733,127.2404334,24시간,1899-2100,2021-11-05
4983,옥천군청,충청북도 옥천군 옥천읍 삼양리 174,주차장,36.30627808,127.5713544,24시간,1899-2100,2021-11-05
4984,옥천보건소 공영주차장,충청북도 옥천군 옥천읍 삼양리 161-108,공영주차장,36.30404266,127.5694204,24시간,1899-2100,2021-11-05
4985,옥천지사,충청북도 옥천군 옥천읍 삼양리 222-178,주차장,36.30420847,127.5671477,24시간,1899-2100,2021-11-05
4987,괴산 수산식품거점단지,충청북도 괴산군 괴산읍 대덕리 585,주차장,36.80855269,127.8185608,24시간,1899-2100,2021-11-05
4988,진천산수산업단지,충청북도 진천군 덕산읍 산수리 1102,주차장,36.8967522,127.484698,24시간,1899-2100,2021-11-05
4989,생거진천종합사회복지관,충청북도 진천군 진천읍 벽암리 570-1,주차장,36.86113603,127.4394715,24시간,1899-2100,2021-11-05
4990,대소면 공영주차장,충청북도 진천군 대소면 태생리 658,주차장,36.96480691,127.493212,24시간,1899-2100,2021-11-05
4991,하늘빛공원,충청북도 진천군 진천읍 장관리 732-59,주차장,36.87389388,127.4160214,24시간,1899-2100,2021-11-05
4992,탄부면 행정복지센터,충청북도 보은군 탄부면 하장리 347,주차장,36.43053676,127.7959496,24시간,1899-2100,2021-11-05
4993,규암면 행정복지센터,충청남도 부여군 규암면 규암리 산 12-1,규암면 행정복지센터,36.27495874,126.8839228,24시간,1899-2100,2021-11-05
4994,외산면 행정복지센터,충청남도 부여군 외산면 만수리 5-2,외산면 행정복지센터,36.30398402,126.7046618,24시간,1899-2100,2021-11-05
4995,내산면 행정복지센터,충청남도 부여군 내산면 운치리 452,내산면 행정복지센터,36.27477752,126.7807072,24시간,1899-2100,2021-11-05
4996,옥산면 행정복지센터,충청남도 부여군 옥산면 안서리 368-1,옥산면 행정복지센터,36.19155994,126.7333349,24시간,1899-2100,2021-11-05
4997,구룡면 행정복지센터,충청남도 부여군 구룡면 태양리 85-4,구룡면 행정복지센터,36.25224753,126.8135398,24시간,1899-2100,2021-11-05
4998,부여농협 하나로마트,충청남도 부여군 부여읍 석목리 143-7,부여농협 하나로마트,36.28407553,126.9314037,24시간,1899-2100,2021-11-05
4999,(고속도로)벌곡휴게소 논산방향,충청남도 논산시 벌곡면 신양리 475,벌곡휴게소 논산방향,36.21774059,127.2733045,24시간,1899-2100,2021-11-05
5000,비점오염저감시설 주차장,충청북도 제천시 영천동 1908,주차장,37.12485361,128.197779,24시간,1899-2100,2021-11-05
5001,테크노파크 자동차센터,충청남도 예산군 예산읍 신례원리 433,충남테크노파크 자동차센터 입구 1층,36.7177108,126.8460439,24시간,1899-2100,2021-11-05
5002,양촌농협 산지유통물류센터,충청남도 논산시 양촌면 채광리 358-3,주차장,36.13082536,127.252109,24시간,1899-2100,2021-11-05
5003,양촌농협 본점,충청남도 논산시 양촌면 인천리 245-1,주차장,36.13627652,127.2394569,24시간,1899-2100,2021-11-05
5004,완산수영장,전북특별자치도 전주시 완산구 효자동2가 235-1,주차장 옆 별도 부설 장애인 주차장,35.80236038,127.1054591,24시간,1899-2100,2021-11-08
5006,이서문화체육센터,전북특별자치도 완주군 이서면 상개리 582-3,주차장 입구 좌측,35.82341971,127.022437,06:00~21:00 주중/주말 동일,1899-2100,2021-11-08
5008,세종시 청자장,세종특별자치시 조치원읍 상리 120-7,청자장 주차장,36.60226048,127.3012771,24시간,1899-2100,2021-11-08
5009,보건소신청사,세종특별자치시 조치원읍 신흥리 53-1,보건소 출입구 정면,36.59606424,127.2925975,06~23시,1899-2100,2021-11-08
5010,색장동만남의광장,전북특별자치도 전주시 완산구 색장동 581,주차장 안쪽 전주 앞,35.78800433,127.1934197,24시간,1899-2100,2021-11-08
5011,노송천공영주차장,전북특별자치도 전주시 완산구 서노송동 655-23,큰 도로에서 진입 후 직진,35.82723094,127.1423639,24시간,1899-2100,2021-11-08
5012,한옥마을 공영주차장,전북특별자치도 전주시 완산구 풍남동2가 44-1,메인 입구 진입 후 오른쪽,35.81834686,127.1532864,24시간,1899-2100,2021-11-08
5013,전주시청,전북특별자치도 전주시 완산구 서노송동 568-1,시청 뒷 도로 기준 오른쪽 버스주차장,35.82370585,127.1489034,24시간,1899-2100,2021-11-08
5014,SK렌터카 제주지점,제주특별자치도 제주시 용담이동 723,주차장,33.50387326,126.5010715,SK전용(타고객 이용불가),1899-2100,2021-11-08
5015,대사동 제7노외공영주차장,대전광역시 중구 대사동 206-3,대사동 제7노외공영주차장,36.3140553,127.4226876,24시간,1899-2100,2021-11-09
5016,용운국제수영장,대전광역시 동구 용운동 301-1,주차장,36.32456503,127.4657959,24시간,1899-2100,2021-11-09
5018,롯데마트 안산점,경기도 안산시 상록구 성포동 590,지상2층 주차장,37.31790231,126.8465164,24시간,1899-2100,2021-11-10
5019,이천시보건소,경기도 이천시 증포동 152-2,실외주차장,37.288827,127.4523333,24시간,1899-2100,2021-11-10
5020,증포동 행정복지센터,경기도 이천시 증포동 182-5,실외주차장,37.29035774,127.452599,24시간,1899-2100,2021-11-10
5021,광주광역시광산구시설관리공단,광주광역시 광산구 우산동 1577-1,빛고을국민체육센터 실내주차창 내,35.16362492,126.804618,24시간,1899-2100,2021-11-10
5022,광주공항,광주광역시 광산구 신촌동 698-9,제1주차장,35.14035368,126.810203,24시간,1899-2100,2021-11-10
5023,블루핸즈 빛고을현대서비스,광주광역시 광산구 신창동 10-93,주차장 내부,35.19456262,126.8540558,24시간,1899-2100,2021-11-10
5024,임팩트명품백화점,광주광역시 광산구 우산동 220-14,제2주차장,35.14346393,126.8222814,10:30~20:30,1899-2100,2021-11-10
5025,해동놀이터노외주차장,경기도 안양시 동안구 관양동 1393-4,해동놀이터,37.40738184,126.9561648,24시간,1899-2100,2021-11-11
5026,비산체육공원주차장,경기도 안양시 동안구 비산동 20,비산체육공원주차장,37.41197332,126.9498942,24시간,1899-2100,2021-11-11
5027,오창 노외주차장,충청북도 청주시 청원구 오창읍 각리 641-15,주차장,36.70598198,127.4343073,24시간,1899-2100,2021-11-11
5028,별방민원센터,충청북도 단양군 영춘면 장발리 221-1,본관 우측뒷편 주차장,37.09447651,128.4172042,24시간,1899-2100,2021-11-11
5029,영동군 힐링사업소,충청북도 영동군 영동읍 매천리 193-3,외부주차장,36.15807583,127.7855679,24시간,1899-2100,2021-11-11
5030,충북소방본부 재난체험관,충청북도 청주시 상당구 월오동 181,주차장,36.61997018,127.5455817,24시간,1899-2100,2021-11-11
5031,롤러경기장,"경기도 안양시 동안구 평촌대로 429 (비산동, 인라인롤러경기장)",롤러경기장,37.40951533,126.949263,24시간,1899-2100,2021-11-11
5032,서울소년원(고봉중학교),경기도 군포시 당정동 398,서울소년원(고봉중학교),37.35117174,126.9606687,24시간,1899-2100,2021-11-11
5033,노은3동 행정복지센터,대전광역시 유성구 지족동 1024-2,노은3동 행정복지센터 지하주차장,36.3868157,127.3078709,24시간,1899-2100,2021-11-11
5034,노은도서관,대전광역시 유성구 지족동 871-6,노은도서관 입구,36.38192666,127.3207839,24시간,1899-2100,2021-11-11
5035,원신흥도서관,대전광역시 유성구 원신흥동 560,원신흥도서관 주차장,36.33757042,127.337293,24시간,1899-2100,2021-11-11
5036,구암평생학습센터,대전광역시 유성구 구암동 621-7,구암도서관 주차장,36.34939169,127.3300026,24시간,1899-2100,2021-11-11
5037,카이스트,대전광역시 유성구 어은동 44,교양분관 뒤 주차장,36.37454258,127.3603336,24시간,1899-2100,2021-11-11
5038,한국항공우주연구원,대전광역시 유성구 어은동 45,한국항공우주연구원 정문 앞 주차장,36.37535976,127.3560372,24시간,1899-2100,2021-11-11
5039,충북 테크노파크,충청북도 청주시 청원구 오창읍 양청리 685-3,주차장,36.722756,127.429872,24시간,1899-2100,2021-11-12
5040,단양지사,충청북도 단양군 단양읍 별곡리 306,주차장,36.98664,128.3675003,24시간,1899-2100,2021-11-12
5041,예당관광지,충청남도 예산군 응봉면 후사리 123,예당관광지 언덕 위 주차장,36.63783682,126.7988571,24시간,1899-2100,2021-11-12
5042,추모공원,충청남도 예산군 응봉면 평촌리 346-1,예산군 응봉면 추모공원 입구 옆,36.64020627,126.7746937,24시간,1899-2100,2021-11-12
5043,한전 청양지사 사옥 충전소,충청남도 청양군 청양읍 벽천리 270-11,1층 주차장,36.44473568,126.7986889,24시간,1899-2100,2021-11-12
5044,군포시청소년수련원 전기차 충전소,충청남도 청양군 화성면 산정리 570,주차장,36.4036598,126.7125039,24시간,1899-2100,2021-11-12
5045,내포신도시 주차장-3,충청남도 예산군 삽교읍 목리 1941,목리 1783 주차장-3 모퉁이,36.6706538,126.6863137,24시간,1899-2100,2021-11-12
5046,독립기념관 충전소,충청남도 천안시 동남구 목천읍 남화리 230-1,옥외주차장,36.7799524,127.2324584,24시간,1899-2100,2021-11-15
5047,남포면사무소 공용전기차 충전시설,충청남도 보령시 남포면 옥서리 326-1,남포면사무소 정문 진입 후 좌측,36.30437002,126.6050293,24시간,1899-2100,2021-11-15
5048,수신면 행정복지센터,충청남도 천안시 동남구 수신면 속창리 126-2,옥외주차장,36.73082639,127.2812189,24시간,1899-2100,2021-11-15
5049,대전정수원,대전광역시 서구 정림동 258-13,대전정수원 주차장,36.314975,127.3601092,24시간,1899-2100,2021-11-15
5050,금암동 공영주차장,충청남도 계룡시 금암동 155-1,금암동 공영주차장,36.27329478,127.2542564,24시간,1899-2100,2021-11-15
5051,금암동 주민센터,충청남도 계룡시 금암동 180-1,금암동 주민센터 주차장,36.27274634,127.2462801,24시간,1899-2100,2021-11-15
5052,계룡역 공영주차장,충청남도 계룡시 두마면 두계리 134-1,계룡역 공영주차장,36.2721138,127.2622568,24시간,1899-2100,2021-11-15
5053,가장동 공영주차장,대전광역시 서구 가장동 27-1,가장동 공영주차장,36.33018718,127.3888744,24시간,1899-2100,2021-11-15
5054,서천 치유의숲,충청남도 서천군 종천면 종천리 13-4,치유의 숲 주차장,36.11227209,126.6557359,24시간,1899-2100,2021-11-15
5055,서천 어메니티복지마을,충청남도 서천군 종천면 종천리 34,어메니티복지마을 주차장,36.11228673,126.6557358,24시간,1899-2100,2021-11-15
5056,서천국민체육센터,충청남도 서천군 마서면 남전리 762,서천국민체육센터 주차장,36.05826477,126.6645827,24시간,1899-2100,2021-11-15
5057,서울역(한화역사),서울특별시 중구 봉래동2가 122,롯데마트 입구 앞,37.55465586,126.9715231,24시간,1899-2100,2021-11-15
5058,묵정공원 공영주차장,서울특별시 중구 충무로5가 21,공영주차장 지하2층,37.56391591,127.0002858,24시간,1899-2100,2021-11-15
5059,약수동공영주차장,서울특별시 중구 신당동 349-234,지하3층,37.55215717,127.0131473,24시간,1899-2100,2021-11-15
5060,서울대학교병원 장례식장주차장,서울특별시 종로구 연건동 28-2,옥외주차장 지하2층하,37.58004369,126.9969348,24시간,1899-2100,2021-11-15
5061,화정3동주민센터 공영주차장,광주광역시 서구 화정동 818-8,화정3동주민센터 공영주차장,35.1435978,126.8769072,24시간,1899-2100,2021-11-15
5062,서울대학교병원 대한외래병동주차장,서울특별시 종로구 연건동 28-21,대한외래 주차장 지하5층,37.57879132,126.9975632,24시간,1899-2100,2021-11-15
5063,서울대학교병원 암병동 주차장,서울특별시 종로구 연건동 28-21,암병원 주차장 지하5층,37.57878907,126.9976056,24시간,1899-2100,2021-11-15
